code,val_2006,val_2025,loading,scale_sd,delta,contribution,name
v2smprivex,-0.01102629346904157,0.4438083121289228,-0.014722324599268692,0.26615124692691317,0.45483460559796435,-0.02515946395108346,Privacy protection by law exists
v2mecenefm,0.4448201660006148,0.1936673839532739,0.023743350863841065,0.23734195008929826,-0.25115278204734093,-0.02512496683513472,Government censorship effort --- Media
v2elembaut,0.30438635356668137,0.09053315610692665,0.02924311027325155,0.24980586297428017,-0.21385319745975473,-0.025034370935669053,EMB autonomy
v2csreprss,0.5088084561178732,0.23910954516335683,0.02354982735848549,0.25472925607398456,-0.26969891095451637,-0.024933778277535963,CSO repression
v2smgovdom,0.34134767478645994,0.2037329958873774,-0.042082335696613425,0.23530999383479448,-0.13761467889908255,0.024610714657018275,Government dissemination of false information domestic 
v2smarrest,0.5627020588735749,0.19567806704100732,0.01850906303934597,0.2795448220404531,-0.3670239918325676,-0.024301184161437752,Arrests for political content 
v2csprtcpt,0.6140157480314961,0.5661417322834646,0.09060979763503384,0.18998022259352215,-0.04787401574803141,-0.022833191895909793,CSO participatory environment
v2elintim,0.4549963262307127,0.2116091109478325,-0.028654094448000666,0.31304364468080403,-0.24338721528288018,0.022278172301701326,Election government intimidation
v2regpower,0.38461538461538464,0.23076923076923078,0.039216537575057206,0.27268190454623265,-0.15384615384615385,-0.0221258300330772,Most powerful group in affecting regime duration and change
v2cscnsult,0.39812925170068025,0.08197278911564626,0.015153956057103627,0.2226275002689369,-0.316156462585034,-0.021520347375752397,CSO consultation
v2dlreason,0.43959422071933596,0.3481401782969566,-0.044252754960206635,0.18871472381182863,-0.09145404242237937,0.021445562103958232,Reasoned justification
v2exdfdshs,0.26084121291164003,0.1969351157482882,-0.08047043978303148,0.24497183988580254,-0.06390609716335183,0.020992419969370128,HOS dissolution in practice
v2caassemb,0.49019033674963397,0.3906295754026354,0.051763119134676516,0.24714843406063958,-0.0995607613469986,-0.020852147294930137,Freedom of peaceful assembly 
v2pehealth,0.26124841571609636,0.29594423320659063,-0.14772420696634161,0.24814618977625427,0.034695817490494274,-0.020654808878804935,Health equality
v2catrauni,0.5292812019805361,0.4840361960047806,0.10325340802052574,0.22734947747835366,-0.04524500597575548,-0.02054854541440768,Engagement in independent trade unions 
v2regsupgroupssize,0.6347627926248187,0.7528485601823078,-0.038398117910292844,0.22371145085752858,0.11808576755748912,-0.020268391308621778,Regime support groups size
v2dlcountr,0.40338882282996436,0.27794292508917956,0.027546227494077893,0.17144730700511815,-0.1254458977407848,-0.02015523776797108,Respect counterarguments
v2strenadm,0.69920124683421,0.7482953438534969,-0.058415699740823855,0.157097160588626,0.04909409701928691,-0.018255365149694346,Bureaucratic remuneration
v2cldiscm,0.5704214789260537,0.4747262636868157,0.04080007811297597,0.2214048727484159,-0.09569521523923796,-0.017634536260796422,Freedom of discussion for men
v2elaccept,0.5141276427583481,0.40762695119541587,-0.05298720309798182,0.3206968917924751,-0.10650069156293224,0.017596596407215385,Election losers accept results
